global_product_name,status,request_timestamp_local,begintrip_timestamp_local,dropoff_timestamp_local,trip_distance_miles,trip_duration_seconds,base_fare_local,original_fare_local,cancellation_fee_local
UberX,completed,2024-08-02T23:45:24.000Z,2024-08-02T23:50:12.000Z,2024-08-02T23:59:41.000Z,3.253073001,569.0,5.04,13.06,0.0
UberX,completed,2024-08-03T02:05:57.000Z,2024-08-03T02:08:25.000Z,2024-08-03T02:14:17.000Z,1.795376404637422,352.0,5.04,10.23,0.0
UberX,completed,2024-08-03T02:16:34.000Z,2024-08-03T02:21:12.000Z,2024-08-03T02:33:36.000Z,3.947851702725391,744.0,5.04,14.69,0.0
UberX,completed,2024-08-03T02:50:31.000Z,2024-08-03T02:57:01.000Z,2024-08-03T03:08:23.000Z,3.775667191,682.0,5.04,14.26,0.0
UberX,completed,2024-08-03T03:12:53.000Z,2024-08-03T03:23:37.000Z,2024-08-03T03:48:04.000Z,6.203545815898749,1456.0,5.04,19.72,0.0
UberX,rider_canceled,2024-08-03T17:18:13.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-03T17:30:44.000Z,2024-08-03T17:39:11.000Z,2024-08-03T17:47:34.000Z,3.436071793414869,476.0,5.04,13.52,0.0
UberX,completed,2024-08-03T17:46:13.000Z,2024-08-03T18:00:36.000Z,2024-08-03T18:11:12.000Z,4.086656523599528,636.0,5.04,15.33,0.0
UberX,rider_canceled,2024-08-03T18:05:47.000Z,,,0.0,0.0,,0.0,0.0
UberX,rider_canceled,2024-08-03T18:13:43.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-03T18:28:12.000Z,2024-08-03T18:32:58.000Z,2024-08-03T18:38:18.000Z,1.633213611762694,320.0,5.04,10.0,0.0
UberX,completed,2024-08-03T19:35:21.000Z,2024-08-03T19:40:28.000Z,2024-08-03T19:49:39.000Z,2.806400356213686,551.0,5.04,11.45,0.0
UberX,completed,2024-08-03T20:26:25.000Z,2024-08-03T20:31:18.000Z,2024-08-03T20:39:36.000Z,2.366969687107072,498.0,5.04,10.92,0.0
UberX,completed,2024-08-03T21:07:47.000Z,2024-08-03T21:15:24.000Z,2024-08-03T21:23:11.000Z,2.6117227663765346,467.0,5.04,12.41,0.0
UberX,completed,2024-08-04T00:57:14.000Z,2024-08-04T01:06:06.000Z,2024-08-04T01:17:32.000Z,2.679259644278089,663.0,5.04,11.91,0.0
UberX,completed,2024-08-04T19:27:36.000Z,2024-08-04T19:31:18.000Z,2024-08-04T19:45:37.000Z,4.242363653211869,811.0,5.04,15.52,0.0
UberX,completed,2024-08-05T15:17:20.000Z,2024-08-05T15:23:10.000Z,2024-08-05T15:36:20.000Z,4.302583881966937,760.0,5.04,15.2,0.0
UberX,completed,2024-08-05T15:33:31.000Z,2024-08-05T15:48:54.000Z,2024-08-05T16:02:01.000Z,2.723413710215959,750.0,5.04,14.28,0.0
UberX,completed,2024-08-05T15:57:18.000Z,2024-08-05T16:04:56.000Z,2024-08-05T16:15:56.000Z,3.5016513700978504,660.0,5.04,16.93,0.0
UberX,completed,2024-08-05T18:12:21.000Z,2024-08-05T18:19:51.000Z,2024-08-05T18:25:05.000Z,1.4424934190530092,314.0,5.04,10.0,0.0
UberX,completed,2024-08-05T18:21:49.000Z,2024-08-05T18:32:32.000Z,2024-08-05T18:42:02.000Z,2.857945030203384,556.0,5.04,12.92,0.0
UberX,completed,2024-08-05T18:48:47.000Z,2024-08-05T18:53:10.000Z,2024-08-05T19:06:02.000Z,3.699248735,752.0,5.04,15.11,0.0
UberX,completed,2024-08-05T19:03:39.000Z,2024-08-05T19:10:25.000Z,2024-08-05T19:19:55.000Z,3.970544603479123,570.0,5.04,14.31,0.0
UberX,completed,2024-08-06T07:30:04.000Z,2024-08-06T07:41:14.000Z,2024-08-06T07:46:03.000Z,1.0239662111806584,261.0,5.04,10.09,0.0
UberX,completed,2024-08-06T08:16:13.000Z,2024-08-06T08:21:50.000Z,2024-08-06T08:28:46.000Z,1.7047533702132178,416.0,5.04,10.0,0.0
UberX,completed,2024-08-06T08:27:53.000Z,2024-08-06T08:31:29.000Z,2024-08-06T08:54:12.000Z,9.634229333131415,1345.0,5.04,32.57,0.0
UberX,completed,2024-08-06T09:00:17.000Z,2024-08-06T09:06:52.000Z,2024-08-06T09:19:15.000Z,4.901649082876192,743.0,5.04,35.95,0.0
UberX,completed,2024-08-06T15:34:53.000Z,2024-08-06T15:37:27.000Z,2024-08-06T15:42:04.000Z,1.580122253097077,277.0,5.04,10.0,0.0
UberX,completed,2024-08-06T15:38:11.000Z,2024-08-06T15:48:18.000Z,2024-08-06T16:01:52.000Z,3.080345295689427,803.0,5.04,13.5,0.0
UberX,completed,2024-08-06T16:02:27.000Z,2024-08-06T16:08:35.000Z,2024-08-06T16:19:57.000Z,4.566778911780824,610.0,5.04,16.96,0.0
UberX,completed,2024-08-06T16:19:43.000Z,2024-08-06T16:24:53.000Z,2024-08-06T16:31:55.000Z,3.09434259,422.0,5.04,12.98,0.0
UberX,completed,2024-08-06T18:14:49.000Z,2024-08-06T18:21:03.000Z,2024-08-06T18:28:07.000Z,2.131706339526064,424.0,5.04,10.69,0.0
UberX,completed,2024-08-06T18:30:19.000Z,2024-08-06T18:36:37.000Z,2024-08-06T18:50:35.000Z,5.206200269735321,838.0,5.04,19.11,0.0
UberX,completed,2024-08-06T19:20:16.000Z,2024-08-06T19:23:37.000Z,2024-08-06T19:31:20.000Z,1.991025428432216,463.0,5.04,10.44,0.0
UberX,completed,2024-08-07T06:51:36.000Z,2024-08-07T07:00:16.000Z,2024-08-07T07:19:46.000Z,7.474645384196394,1170.0,5.04,29.38,0.0
UberX,completed,2024-08-07T07:36:25.000Z,2024-08-07T07:44:51.000Z,2024-08-07T07:51:36.000Z,2.540334616,405.0,5.04,11.24,0.0
UberX,completed,2024-08-07T07:53:13.000Z,2024-08-07T08:09:51.000Z,2024-08-07T08:35:40.000Z,10.166916126043358,1549.0,5.04,46.95,0.0
UberX,completed,2024-08-07T08:32:33.000Z,2024-08-07T08:41:34.000Z,2024-08-07T08:52:20.000Z,3.4992977184469067,646.0,5.04,16.5,0.0
UberX,rider_canceled,2024-08-07T09:40:50.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-07T09:43:08.000Z,2024-08-07T09:50:01.000Z,2024-08-07T09:57:40.000Z,1.279823721308495,459.0,5.04,11.0,0.0
UberX,completed,2024-08-07T10:49:09.000Z,2024-08-07T11:06:03.000Z,2024-08-07T11:18:46.000Z,3.8491538566777344,753.0,5.04,15.31,0.0
UberX,completed,2024-08-07T11:23:35.000Z,2024-08-07T11:27:19.000Z,2024-08-07T11:47:08.000Z,4.927767691729623,1181.0,5.04,17.74,0.0
UberX,completed,2024-08-07T11:34:44.000Z,2024-08-07T11:51:35.000Z,2024-08-07T12:03:43.000Z,3.744567798522111,714.0,5.04,13.9,0.0
UberX,completed,2024-08-07T15:39:18.000Z,2024-08-07T15:44:29.000Z,2024-08-07T15:59:26.000Z,6.202170861301573,897.0,5.04,20.93,0.0
UberX,completed,2024-08-07T15:59:13.000Z,2024-08-07T16:05:43.000Z,2024-08-07T16:12:21.000Z,1.584395957750509,373.0,5.04,10.16,0.0
UberX,completed,2024-08-07T16:09:05.000Z,2024-08-07T16:19:03.000Z,2024-08-07T16:36:37.000Z,4.123280139704261,1054.0,5.04,15.93,0.0
UberX,completed,2024-08-07T19:21:00.000Z,2024-08-07T19:25:40.000Z,2024-08-07T19:36:18.000Z,3.378805262,638.0,5.04,14.2,0.0
UberX,completed,2024-08-08T07:06:38.000Z,2024-08-08T07:19:22.000Z,2024-08-08T07:29:33.000Z,3.617006334,611.0,5.04,14.9,0.0
UberX,completed,2024-08-08T07:29:50.000Z,2024-08-08T07:33:55.000Z,2024-08-08T07:42:39.000Z,3.0992657748030648,524.0,5.04,12.9,0.0
UberX,rider_canceled,2024-08-08T07:41:49.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-08T08:02:20.000Z,2024-08-08T08:08:38.000Z,2024-08-08T08:19:50.000Z,3.4930435019570094,672.0,5.04,15.04,0.0
UberX,rider_canceled,2024-08-08T08:38:49.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-08T08:48:50.000Z,2024-08-08T08:50:42.000Z,2024-08-08T08:58:24.000Z,2.4435758006459727,413.0,5.04,11.93,0.0
UberX,completed,2024-08-08T09:01:29.000Z,2024-08-08T09:14:37.000Z,2024-08-08T09:22:07.000Z,2.2346114830464066,398.0,5.04,12.33,0.0
UberX,completed,2024-08-08T10:57:29.000Z,2024-08-08T11:04:28.000Z,2024-08-08T11:12:52.000Z,2.435436464513766,504.0,5.04,11.92,0.0
UberX,completed,2024-08-08T12:21:22.000Z,2024-08-08T12:28:11.000Z,2024-08-08T12:40:35.000Z,4.824062568,744.0,5.04,20.53,0.0
UberX,completed,2024-08-08T17:18:15.000Z,2024-08-08T17:22:13.000Z,2024-08-08T17:27:46.000Z,1.2550302871037238,333.0,5.04,10.0,0.0
UberX,completed,2024-08-08T19:30:26.000Z,2024-08-08T19:33:50.000Z,2024-08-08T19:40:20.000Z,2.1211557409786144,390.0,5.04,11.04,0.0
UberX,completed,2024-08-08T19:39:03.000Z,2024-08-08T19:44:43.000Z,2024-08-08T19:52:27.000Z,2.550893521650689,464.0,5.04,11.93,0.0
UberX,rider_canceled,2024-08-09T07:01:28.000Z,,,0.0,0.0,,0.0,0.0
UberX,rider_canceled,2024-08-09T07:02:41.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-09T07:04:00.000Z,2024-08-09T07:10:19.000Z,2024-08-09T07:18:52.000Z,2.3623855176696384,513.0,5.04,10.91,0.0
UberX,rider_canceled,2024-08-09T07:11:50.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-09T07:17:13.000Z,2024-08-09T07:24:47.000Z,2024-08-09T07:29:56.000Z,1.5370951910885655,298.0,5.04,10.91,0.0
UberX,completed,2024-08-09T07:25:42.000Z,2024-08-09T07:35:32.000Z,2024-08-09T07:49:38.000Z,3.538045209316492,846.0,5.04,13.91,0.0
UberX,completed,2024-08-09T07:43:23.000Z,2024-08-09T07:56:54.000Z,2024-08-09T08:05:37.000Z,2.286829225074244,523.0,5.04,10.9,0.0
UberX,rider_canceled,2024-08-09T08:20:12.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-09T08:22:25.000Z,2024-08-09T08:24:56.000Z,2024-08-09T08:35:47.000Z,3.6303143635143376,651.0,5.04,18.91,0.0
UberX,completed,2024-08-09T08:33:12.000Z,2024-08-09T08:42:37.000Z,2024-08-09T08:55:45.000Z,4.879038701,788.0,5.04,19.65,0.0
UberX,completed,2024-08-09T09:37:57.000Z,2024-08-09T09:41:23.000Z,2024-08-09T09:51:47.000Z,2.5552884239427724,617.0,5.04,11.99,0.0
UberX,rider_canceled,2024-08-09T09:44:16.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-09T09:49:56.000Z,2024-08-09T09:58:56.000Z,2024-08-09T10:07:51.000Z,2.5061833574818357,520.0,5.04,13.16,0.0
UberX,completed,2024-08-09T10:08:34.000Z,2024-08-09T10:18:29.000Z,2024-08-09T10:23:54.000Z,1.2596163709283286,325.0,5.04,10.0,0.0
UberX,completed,2024-08-09T10:23:17.000Z,2024-08-09T10:25:37.000Z,2024-08-09T10:29:48.000Z,0.938113818132048,239.0,5.04,11.0,0.0
UberX,completed,2024-08-09T10:35:45.000Z,2024-08-09T10:41:26.000Z,2024-08-09T10:44:54.000Z,0.7078155972531786,197.0,5.04,10.0,0.0
UberX,completed,2024-08-09T11:39:49.000Z,2024-08-09T11:42:45.000Z,2024-08-09T11:49:07.000Z,1.3754963491650407,369.0,5.04,10.0,0.0
UberX,rider_canceled,2024-08-09T16:38:34.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-09T19:11:02.000Z,2024-08-09T19:16:56.000Z,2024-08-09T19:25:29.000Z,3.2910038379195705,513.0,5.04,14.73,0.0
UberX,completed,2024-08-09T23:39:35.000Z,2024-08-09T23:46:36.000Z,2024-08-09T23:53:41.000Z,2.611727105723864,425.0,5.04,11.48,0.0
UberX,completed,2024-08-10T00:37:14.000Z,2024-08-10T00:45:42.000Z,2024-08-10T00:48:44.000Z,1.437709318,182.0,5.04,10.0,0.0
UberX,completed,2024-08-10T00:54:04.000Z,2024-08-10T01:00:04.000Z,2024-08-10T01:19:01.000Z,9.594935499,1103.0,5.04,39.75,0.0
UberX,completed,2024-08-10T01:29:42.000Z,2024-08-10T01:40:03.000Z,2024-08-10T01:48:13.000Z,3.739863329964259,490.0,5.04,14.42,0.0
UberX,completed,2024-08-10T01:44:52.000Z,2024-08-10T01:55:54.000Z,2024-08-10T02:01:43.000Z,1.5704710949698684,349.0,5.04,10.0,0.0
UberX,completed,2024-08-10T01:59:56.000Z,2024-08-10T02:07:01.000Z,2024-08-10T02:14:09.000Z,2.0339110699923,419.0,5.04,11.78,0.0
UberX,completed,2024-08-10T02:09:59.000Z,2024-08-10T02:19:48.000Z,2024-08-10T02:26:14.000Z,1.9549125370622769,386.0,5.04,10.09,0.0
UberX,completed,2024-08-10T02:55:46.000Z,2024-08-10T03:06:09.000Z,2024-08-10T03:14:32.000Z,3.653226745153575,503.0,5.04,14.12,0.0
UberX,completed,2024-08-10T14:38:23.000Z,2024-08-10T14:47:08.000Z,2024-08-10T15:01:51.000Z,3.1920194851095705,883.0,5.04,14.04,0.0
UberX,completed,2024-08-10T14:47:33.000Z,2024-08-10T15:05:13.000Z,2024-08-10T15:12:53.000Z,2.3889829416033743,460.0,5.04,11.92,0.0
UberX,completed,2024-08-10T15:11:34.000Z,2024-08-10T15:23:05.000Z,2024-08-10T15:36:39.000Z,5.880888049065918,804.0,5.04,21.96,0.0
UberX,completed,2024-08-10T15:38:05.000Z,2024-08-10T15:41:18.000Z,2024-08-10T15:50:04.000Z,2.2776639066677324,526.0,5.04,11.06,0.0
UberX,completed,2024-08-10T15:45:00.000Z,2024-08-10T15:51:25.000Z,2024-08-10T15:57:12.000Z,1.9709805401351688,347.0,5.04,10.14,0.0
UberX,completed,2024-08-10T15:59:30.000Z,2024-08-10T16:01:14.000Z,2024-08-10T16:16:14.000Z,7.433122268746597,900.0,5.04,32.97,0.0
UberX,completed,2024-08-10T16:18:44.000Z,2024-08-10T16:25:59.000Z,2024-08-10T16:41:22.000Z,6.336164750643615,923.0,5.04,20.91,0.0
UberX,completed,2024-08-10T16:39:47.000Z,2024-08-10T16:47:42.000Z,2024-08-10T17:08:55.000Z,8.598399183870269,1273.0,5.04,28.15,0.0
UberX,completed,2024-08-10T17:01:02.000Z,2024-08-10T17:12:27.000Z,2024-08-10T17:20:22.000Z,2.110936617,451.0,5.04,10.9,0.0
UberX,completed,2024-08-10T17:14:49.000Z,2024-08-10T17:29:26.000Z,2024-08-10T17:39:04.000Z,2.6652108341254266,578.0,5.04,14.92,0.0
UberX,rider_canceled,2024-08-10T17:36:05.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-10T17:37:04.000Z,2024-08-10T17:43:50.000Z,2024-08-10T17:50:31.000Z,1.350667352005976,401.0,5.04,13.0,0.0
UberX,completed,2024-08-10T17:45:16.000Z,2024-08-10T17:56:48.000Z,2024-08-10T18:06:45.000Z,4.278933796215431,597.0,5.04,19.38,0.0
UberX,completed,2024-08-10T17:58:38.000Z,2024-08-10T18:09:47.000Z,2024-08-10T18:23:42.000Z,5.235264773518851,811.0,5.04,20.98,0.0
UberX,completed,2024-08-10T19:23:08.000Z,2024-08-10T19:30:50.000Z,2024-08-10T19:36:57.000Z,1.9662046773377493,352.0,5.04,10.96,0.0
UberX,completed,2024-08-10T19:35:49.000Z,2024-08-10T19:41:31.000Z,2024-08-10T19:49:03.000Z,1.645291068125379,452.0,5.04,10.0,0.0
UberX,completed,2024-08-10T21:31:35.000Z,2024-08-10T21:45:42.000Z,2024-08-10T21:58:18.000Z,4.3005014371946135,756.0,5.04,16.13,0.0
UberX,completed,2024-08-10T21:52:30.000Z,2024-08-10T22:06:02.000Z,2024-08-10T22:11:47.000Z,1.5778707790069626,345.0,5.04,10.0,0.0
UberX,completed,2024-08-10T22:17:45.000Z,2024-08-10T22:23:35.000Z,2024-08-10T22:36:00.000Z,3.864297992966752,704.0,5.04,13.99,0.0
UberX,completed,2024-08-10T22:33:09.000Z,2024-08-10T22:37:38.000Z,2024-08-10T22:52:05.000Z,5.380289086657191,842.0,5.04,22.42,0.0
UberX,completed,2024-08-10T22:52:56.000Z,2024-08-10T22:53:58.000Z,2024-08-10T23:04:27.000Z,4.306400325,622.0,5.04,16.92,0.0
UberX,completed,2024-08-10T23:01:39.000Z,2024-08-10T23:08:12.000Z,2024-08-10T23:15:27.000Z,3.0844896582230703,435.0,5.04,12.97,0.0
UberX,completed,2024-08-11T00:01:01.000Z,2024-08-11T00:08:53.000Z,2024-08-11T00:25:14.000Z,5.3775406617550425,954.0,5.04,17.92,0.0
UberX,completed,2024-08-11T00:23:06.000Z,2024-08-11T00:28:59.000Z,2024-08-11T00:38:06.000Z,3.848496659893991,547.0,5.04,14.57,0.0
UberX,completed,2024-08-12T13:14:33.000Z,2024-08-12T13:19:11.000Z,2024-08-12T13:31:14.000Z,2.290182827021504,723.0,5.04,10.96,0.0
UberX,completed,2024-08-12T13:25:15.000Z,2024-08-12T13:40:38.000Z,2024-08-12T13:55:04.000Z,4.286702778190074,866.0,5.04,16.63,0.0
UberX,completed,2024-08-12T14:07:30.000Z,2024-08-12T14:14:21.000Z,2024-08-12T14:24:19.000Z,2.1742265646368577,582.0,5.04,12.5,0.0
UberX,completed,2024-08-12T14:15:07.000Z,2024-08-12T14:27:16.000Z,2024-08-12T14:35:56.000Z,2.115907736238281,520.0,5.04,14.69,0.0
UberX,completed,2024-08-12T14:35:40.000Z,2024-08-12T14:42:57.000Z,2024-08-12T15:01:10.000Z,3.5705618990821795,1093.0,5.04,16.18,0.0
UberX,rider_canceled,2024-08-12T14:45:25.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-12T14:53:02.000Z,2024-08-12T15:09:26.000Z,2024-08-12T15:22:54.000Z,3.1518583983634536,805.0,5.04,13.77,0.0
UberX,rider_canceled,2024-08-12T15:17:31.000Z,,,0.0,0.0,,0.0,0.0
UberX,rider_canceled,2024-08-12T15:19:51.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-12T15:28:01.000Z,2024-08-12T15:32:24.000Z,2024-08-12T15:45:41.000Z,3.142263469141208,791.0,5.04,13.72,0.0
UberX,completed,2024-08-12T15:35:36.000Z,2024-08-12T15:54:55.000Z,2024-08-12T16:07:23.000Z,2.9763340100350297,724.0,5.04,13.49,0.0
UberX,completed,2024-08-12T17:02:29.000Z,2024-08-12T17:45:42.000Z,2024-08-12T18:09:10.000Z,8.889365158260059,1408.0,5.04,36.48,0.0
UberX,rider_canceled,2024-08-12T17:19:11.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-12T18:07:50.000Z,2024-08-12T18:14:35.000Z,2024-08-12T18:22:12.000Z,2.608332984615616,457.0,5.04,13.06,0.0
UberX,completed,2024-08-12T18:23:51.000Z,2024-08-12T18:25:14.000Z,2024-08-12T18:36:26.000Z,3.3898463769434555,672.0,5.04,13.75,0.0
UberX,driver_canceled,2024-08-12T18:32:08.000Z,,,0.0,0.0,,5.5,5.09
UberX,completed,2024-08-13T11:28:21.000Z,2024-08-13T11:39:39.000Z,2024-08-13T11:53:35.000Z,2.419578121602381,609.0,5.04,11.73,0.0
UberX,completed,2024-08-13T13:08:20.000Z,2024-08-13T13:10:38.000Z,2024-08-13T13:14:42.000Z,1.0740670799798615,237.0,5.04,10.0,0.0
UberX,completed,2024-08-13T14:20:17.000Z,2024-08-13T14:27:58.000Z,2024-08-13T14:32:47.000Z,0.7653864115487685,262.0,5.04,10.0,0.0
UberX,completed,2024-08-13T14:33:12.000Z,2024-08-13T14:39:26.000Z,2024-08-13T14:48:54.000Z,2.59391296438894,555.0,5.04,11.99,0.0
UberX,completed,2024-08-13T14:44:32.000Z,2024-08-13T14:55:46.000Z,2024-08-13T15:10:23.000Z,4.864349234792431,877.0,5.04,17.88,0.0
UberX,completed,2024-08-13T15:07:39.000Z,2024-08-13T15:19:33.000Z,2024-08-13T15:36:44.000Z,3.804633402009459,996.0,5.04,16.0,0.0
UberX,completed,2024-08-13T15:35:49.000Z,2024-08-13T15:38:48.000Z,2024-08-13T15:53:54.000Z,3.57445209,881.0,5.04,16.08,0.0
UberX,completed,2024-08-13T15:57:54.000Z,2024-08-13T16:11:54.000Z,2024-08-13T16:24:17.000Z,3.464127513582681,732.0,5.04,15.14,0.0
UberX,completed,2024-08-13T16:41:11.000Z,2024-08-13T16:51:44.000Z,2024-08-13T17:01:11.000Z,2.9684464031692444,567.0,5.04,11.14,0.0
UberX,completed,2024-08-13T17:00:32.000Z,2024-08-13T17:09:36.000Z,2024-08-13T17:20:40.000Z,2.4657998457516834,658.0,5.04,14.69,0.0
UberX,completed,2024-08-13T19:02:22.000Z,2024-08-13T19:10:28.000Z,2024-08-13T19:25:24.000Z,5.711509108441417,896.0,5.04,21.75,0.0
UberX,completed,2024-08-14T07:16:16.000Z,2024-08-14T07:25:31.000Z,2024-08-14T07:43:43.000Z,7.044604217507271,1075.0,5.04,27.01,0.0
UberX,rider_canceled,2024-08-14T07:40:49.000Z,,,0.0,0.0,,0.0,0.0
UberX,completed,2024-08-14T07:42:04.000Z,2024-08-14T07:47:46.000Z,2024-08-14T07:52:04.000Z,1.6629999311952697,249.0,5.04,10.0,0.0
UberX,completed,2024-08-14T08:48:27.000Z,2024-08-14T08:54:42.000Z,2024-08-14T08:59:23.000Z,1.7033477237488543,281.0,5.04,10.0,0.0
UberX,completed,2024-08-14T09:14:55.000Z,2024-08-14T09:20:46.000Z,2024-08-14T09:29:03.000Z,2.990561797498249,497.0,5.04,12.95,0.0
UberX,completed,2024-08-14T10:32:01.000Z,2024-08-14T10:37:30.000Z,2024-08-14T10:47:31.000Z,3.968571148915133,601.0,5.04,14.92,0.0
UberX,completed,2024-08-14T11:17:00.000Z,2024-08-14T11:19:11.000Z,2024-08-14T11:26:41.000Z,1.661910322,450.0,5.04,11.44,0.0
UberX,completed,2024-08-14T11:26:30.000Z,2024-08-14T11:30:34.000Z,2024-08-14T11:38:24.000Z,1.7587827832556195,470.0,5.04,10.03,0.0
UberX,completed,2024-08-14T11:32:05.000Z,2024-08-14T11:46:23.000Z,2024-08-14T11:58:38.000Z,1.927321201087711,677.0,5.04,11.02,0.0
UberX,completed,2024-08-14T15:47:43.000Z,2024-08-14T16:11:59.000Z,2024-08-14T16:34:16.000Z,6.131594835885886,1337.0,5.04,20.99,0.0
UberX,completed,2024-08-14T16:27:50.000Z,2024-08-14T16:36:53.000Z,2024-08-14T16:45:07.000Z,1.7045393943292018,494.0,5.04,11.02,0.0
UberX,completed,2024-08-14T16:43:31.000Z,2024-08-14T16:50:20.000Z,2024-08-14T16:57:46.000Z,1.7911003238678505,446.0,5.04,11.97,0.0
UberX,completed,2024-08-14T16:58:04.000Z,2024-08-14T17:10:22.000Z,2024-08-14T17:20:41.000Z,2.1415666034119094,616.0,5.04,11.59,0.0
