City Name,Trip UUID,Local Amount,Currency Code,Classification,Category,Local Timestamp
Lodz,56180dbd-fd33-4c64-bc04-842271f1a166,-1.45,PLN,intermediary.commission.tax.vat,tax,1/12/2026 17:04
Lodz,56180dbd-fd33-4c64-bc04-842271f1a166,0.25,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/12/2026 17:04
Lodz,56180dbd-fd33-4c64-bc04-842271f1a166,-0.37,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 17:04
Lodz,56180dbd-fd33-4c64-bc04-842271f1a166,1.41,PLN,transport.tax.vat,tax,1/12/2026 17:04
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,-1.57,PLN,intermediary.commission.tax.vat,tax,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,-0.49,PLN,intermediary.fare.ufp_service_adj,commission,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,2.0,PLN,transport.tax.vat,tax,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,0.36,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,1.92,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,5.11,PLN,transport.fare.time,driver_payment_fares,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,8.14,PLN,transport.fare.base,driver_payment_fares,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,-6.68,PLN,intermediary.commission,commission,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,0.45,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,7.14,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,-10.8,PLN,transport.fare.cash.collected,cash_collected,1/12/2026 16:28
Lodz,3768e793-40a8-487c-83a5-c0b43b221036,2.23,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 16:28
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,8.15,PLN,transport.fare.base,driver_payment_fares,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,3.96,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,1.6,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,5.37,PLN,transport.fare.time,driver_payment_fares,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,0.19,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,6.62,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,-0.3,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,-0.21,PLN,intermediary.fare.ufp_service_adj,commission,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,-1.17,PLN,intermediary.commission.tax.vat,tax,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,-6.47,PLN,intermediary.commission,commission,1/12/2026 16:16
Lodz,09b5056b-8193-5c09-8751-4f44ebb08c1e,1.92,PLN,transport.tax.vat,tax,1/12/2026 16:16
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,-5.42,PLN,intermediary.commission,commission,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,-0.4,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,1.9,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,6.78,PLN,transport.fare.base,driver_payment_fares,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,-0.11,PLN,intermediary.fare.ufp_service_adj,commission,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,3.41,PLN,transport.fare.time,driver_payment_fares,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,-1.36,PLN,intermediary.commission.tax.vat,tax,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,1.63,PLN,transport.tax.vat,tax,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,8.12,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 10:57
Lodz,24a7ff34-122a-4acb-935f-6861e8eed340,0.1,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 10:57
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,6.78,PLN,transport.fare.base,driver_payment_fares,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,2.98,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,2.42,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,-25.18,PLN,transport.fare.cash.collected,cash_collected,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,6.04,PLN,transport.fare.time,driver_payment_fares,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,17.93,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,-0.9,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,-0.52,PLN,intermediary.fare.ufp_service_adj,commission,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,-1.59,PLN,intermediary.commission.tax.vat,tax,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,2.66,PLN,transport.tax.vat,tax,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,0.48,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 10:23
Lodz,37860666-9aee-40a3-a9e9-ade91aba5c05,-8.81,PLN,intermediary.commission,commission,1/12/2026 10:23
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,-0.94,PLN,intermediary.commission.tax.vat,tax,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,10.56,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,-0.34,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,2.23,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,0.35,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,5.36,PLN,transport.fare.time,driver_payment_fares,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,1.99,PLN,transport.tax.vat,tax,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,2.87,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,-6.59,PLN,intermediary.commission,commission,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,6.78,PLN,transport.fare.base,driver_payment_fares,1/12/2026 9:40
Lodz,0699262f-c37c-4644-8824-c26bb6c081fc,-0.38,PLN,intermediary.fare.ufp_service_adj,commission,1/12/2026 9:40
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,11.85,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,5.14,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,5.0,PLN,transport.fare.time,driver_payment_fares,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,-1.03,PLN,intermediary.commission.tax.vat,tax,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,-0.34,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,-8.27,PLN,intermediary.commission,commission,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,0.37,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,2.44,PLN,transport.tax.vat,tax,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,2.07,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,6.78,PLN,transport.fare.base,driver_payment_fares,1/12/2026 9:12
Lodz,bcb4bca9-9e6e-463a-82a6-57fc871dc267,3.42,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 9:12
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,-0.95,PLN,intermediary.commission.tax.vat,tax,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,0.41,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,5.04,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,-0.38,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,1.7,PLN,transport.tax.vat,tax,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,1.35,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,3.05,PLN,transport.fare.time,driver_payment_fares,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,5.0,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,-5.89,PLN,intermediary.commission,commission,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,8.14,PLN,transport.fare.base,driver_payment_fares,1/12/2026 8:56
Lodz,5eea4a2c-185b-411e-ac23-1a5c1d956ba8,0.44,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 8:56
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,3.33,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,8.14,PLN,transport.fare.base,driver_payment_fares,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,12.53,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,-8.54,PLN,intermediary.commission,commission,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,7.41,PLN,transport.fare.time,driver_payment_fares,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,0.38,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,-1.88,PLN,intermediary.commission.tax.vat,tax,1/12/2026 8:25
Lodz,e494d47e-f879-4022-817e-3e174f1bfd44,2.51,PLN,transport.tax.vat,tax,1/12/2026 8:25
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,5.18,PLN,transport.tax.vat,tax,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,-3.32,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,17.3,PLN,transport.fare.distance,driver_payment_fares,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,30.85,PLN,transport.fare.surge,driver_payment_fares,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,8.14,PLN,transport.fare.base,driver_payment_fares,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,0.36,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,-17.65,PLN,intermediary.commission,commission,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,6.6,PLN,transport.fare.time,driver_payment_fares,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,2.24,PLN,transport.fare.adjustment,driver_payment_fares,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,-0.33,PLN,transport.fare.ufp_adj,driver_payment_fares,1/12/2026 7:58
Lodz,7efadbe5-15d7-4b7e-881a-337d339559ec,-4.74,PLN,intermediary.commission.tax.vat,tax,1/12/2026 7:58
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,0.45,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,3.88,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,6.78,PLN,transport.fare.base,driver_payment_fares,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,3.4,PLN,transport.fare.time,driver_payment_fares,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,-4.81,PLN,intermediary.commission,commission,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,1.41,PLN,transport.tax.vat,tax,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,0.08,PLN,transport.fare.ecr_guardrail_total_adj,driver_payment_fares,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,5.91,PLN,transport.fare.distance,driver_payment_fares,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,1.63,PLN,transport.fare.surge,driver_payment_fares,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,-0.09,PLN,intermediary.fare.ecr_service_adj,commission,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,0.22,PLN,transport.fare.adjustment,driver_payment_fares,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,-0.13,PLN,intermediary.commission.tax.vat,tax,1/11/2026 11:15
Lodz,e5726f3f-4fe4-433a-b936-c82ce0b66b2c,-0.42,PLN,transport.fare.ufp_adj,driver_payment_fares,1/11/2026 11:15
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,0.71,PLN,transport.fare.adjustment,driver_payment_fares,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,8.19,PLN,transport.fare.time,driver_payment_fares,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,-11.92,PLN,intermediary.commission,commission,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,-3.74,PLN,intermediary.commission.tax.vat,tax,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,-4.32,PLN,intermediary.fare.marketplace_adjustment_service_fee,commission_adjustment,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,3.55,PLN,transport.tax.vat,tax,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,6.78,PLN,transport.fare.base,driver_payment_fares,1/11/2026 10:36
Lodz,1cbe14de-f9a0-4118-8c28-550252e69ab7,28.71,PLN,transport.fare.distance,driver_payment_fares,1/11/2026 10:36
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,3.85,PLN,transport.tax.vat,tax,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,21.24,PLN,transport.fare.distance,driver_payment_fares,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,7.66,PLN,transport.fare.time,driver_payment_fares,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,2.77,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,-12.85,PLN,intermediary.commission,commission,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,13.65,PLN,transport.fare.surge,driver_payment_fares,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,-1.56,PLN,transport.fare.adjustment,driver_payment_fares,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,0.34,PLN,transport.fare.ufp_adj,driver_payment_fares,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,-0.37,PLN,intermediary.fare.ufp_service_adj,commission,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,6.78,PLN,transport.fare.base,driver_payment_fares,1/11/2026 9:38
Lodz,38de1527-b66f-4079-8dfa-2615cd9c22e1,-2.4,PLN,intermediary.commission.tax.vat,tax,1/11/2026 9:38
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,-0.39,PLN,intermediary.fare.ufp_service_adj,commission,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,1.85,PLN,transport.tax.vat,tax,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,4.06,PLN,transport.fare.time,driver_payment_fares,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,6.5,PLN,transport.fare.surge,driver_payment_fares,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,0.36,PLN,transport.fare.ufp_adj,driver_payment_fares,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,6.78,PLN,transport.fare.base,driver_payment_fares,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,-6.11,PLN,intermediary.commission,commission,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,4.29,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,7.02,PLN,transport.fare.distance,driver_payment_fares,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,-0.51,PLN,intermediary.commission.tax.vat,tax,1/11/2026 9:16
Lodz,144079b2-e223-4e71-a40f-57677f2bbb8d,-1.6,PLN,transport.fare.adjustment,driver_payment_fares,1/11/2026 9:16
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,0.23,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,6.77,PLN,transport.fare.base,driver_payment_fares,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,-0.21,PLN,transport.fare.ufp_adj,driver_payment_fares,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,-16.74,PLN,transport.fare.cash.collected,cash_collected,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,5.59,PLN,transport.fare.surge,driver_payment_fares,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,4.03,PLN,transport.fare.distance,driver_payment_fares,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,0.44,PLN,transport.fare.adjustment,driver_payment_fares,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,2.75,PLN,transport.fare.time,driver_payment_fares,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,1.55,PLN,transport.tax.vat,tax,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,-5.26,PLN,intermediary.commission,commission,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,1.74,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/11/2026 9:05
Lodz,9f6c80e8-ba32-4f4f-a927-480709a607e3,-0.76,PLN,intermediary.commission.tax.vat,tax,1/11/2026 9:05
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,0.21,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,-1.34,PLN,transport.fare.adjustment,driver_payment_fares,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,2.29,PLN,transport.tax.vat,tax,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,5.95,PLN,transport.fare.time,driver_payment_fares,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,-0.19,PLN,transport.fare.ufp_adj,driver_payment_fares,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,-1.72,PLN,intermediary.commission.tax.vat,tax,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,-7.76,PLN,intermediary.commission,commission,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,6.78,PLN,transport.fare.base,driver_payment_fares,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,0.09,PLN,intermediary.fare.marketplace_adjustment_incentive,existing_driver_incentive,1/10/2026 20:24
Lodz,debe87b3-1240-4817-9bf9-408c49e13fd0,17.48,PLN,transport.fare.distance,driver_payment_fares,1/10/2026 20:24
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,6.78,PLN,transport.fare.base,driver_payment_fares,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,12.6,PLN,transport.fare.charges.reserve_reservation_fee_coupled,driver_payment_fares,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,2.36,PLN,transport.tax.vat,tax,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,0.11,PLN,intermediary.fare.ufp_incentive,existing_driver_incentive,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,-1.81,PLN,intermediary.commission.tax.vat,tax,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,-1.93,PLN,transport.fare.adjustment,driver_payment_fares,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,4.15,PLN,transport.fare.time,driver_payment_fares,1/10/2026 19:45
Lodz,879fe52a-1016-49b5-aef1-5eb1cfe15f83,-7.99,PLN,intermediary.commission,commission,1/10/2026 19:45
